Date,Cumulate_day,Month,Weekday,Day,Hour,Temperature,weekdays,Power_price(CNY/kWh),Heating_or_cooling_consumption(kwh),Electrical_equipment_consumption(kwh),Lighting_Power_Consumption(kwh),Total_consumption(kWh)
2023/1/1,1,1,1,1,1,-3,7,0.2407,15.80043738,1.168845,0.3740304,17.34331278
2023/1/1,1,1,1,1,2,-3,7,0.2407,16.32199383,1.168845,0.3740304,17.86486923
2023/1/1,1,1,1,1,3,-3,7,0.2407,16.80834514,1.168845,0.3740304,18.35122054
2023/1/1,1,1,1,1,4,-3,7,0.2407,17.28219787,1.168845,0.3740304,18.82507327
2023/1/1,1,1,1,1,5,-3,7,0.2407,17.64663705,1.168845,0.3740304,19.18951245
2023/1/1,1,1,1,1,6,-3,7,0.2407,17.96821646,1.168845,0.3740304,19.51109186
2023/1/1,1,1,1,1,7,-3,7,0.2407,15.93860476,1.168845,0.3740304,17.48148016
2023/1/1,1,1,1,1,8,-3,7,0.7081,15.45151777,1.168845,0.3740304,16.99439317
2023/1/1,1,1,1,1,9,-3,7,0.7081,7.027230092,1.168845,0.3740304,8.570105492
2023/1/1,1,1,1,1,10,-3,7,0.7081,4.016283956,1.168845,0.3740304,5.559159356
2023/1/1,1,1,1,1,11,-2,7,1.2268,0.167566847,1.168845,0.3740304,1.710442247
2023/1/1,1,1,1,1,12,-0.8,7,1.2268,1.93198804,1.168845,0.3740304,3.47486344
2023/1/1,1,1,1,1,13,3,7,1.2268,1.345397223,1.168845,0.3740304,2.888272623
2023/1/1,1,1,1,1,14,4,7,1.2268,0,1.168845,0.3740304,1.5428754
2023/1/1,1,1,1,1,15,4.1,7,1.2268,0,1.168845,0.3740304,1.5428754
2023/1/1,1,1,1,1,16,3,7,0.7081,2.209733836,1.168845,0.3740304,3.752609236
2023/1/1,1,1,1,1,17,3,7,0.7081,4.273823924,1.168845,0.3740304,5.816699324
2023/1/1,1,1,1,1,18,2.5,7,0.7081,11.13697445,1.168845,0.3740304,12.67984985
2023/1/1,1,1,1,1,19,1,7,1.2268,7.567934224,1.168845,0.3740304,9.110809624
2023/1/1,1,1,1,1,20,0,7,1.2268,11.6323138,1.168845,0.3740304,13.1751892
2023/1/1,1,1,1,1,21,0.7,7,1.2268,12.9807473,1.168845,0.3740304,14.5236227
2023/1/1,1,1,1,1,22,-1,7,0.7081,13.51838046,1.168845,0.3740304,15.06125586
2023/1/1,1,1,1,1,23,-1,7,0.7081,13.81878223,1.168845,0.3740304,15.36165763
2023/1/1,1,1,1,1,24,-0.8,7,0.2407,14.33196394,1.168845,0.3740304,15.87483934
2023/1/2,2,1,2,2,1,-2,1,0.2407,14.6671657,1.168845,0.3740304,16.2100411
2023/1/2,2,1,2,2,2,-3,1,0.2407,15.01437267,1.168845,0.3740304,16.55724807
2023/1/2,2,1,2,2,3,-2.4,1,0.2407,15.58789873,1.168845,0.3740304,17.13077413
2023/1/2,2,1,2,2,4,-5,1,0.2407,16.14892619,1.168845,0.3740304,17.69180159
2023/1/2,2,1,2,2,5,-7,1,0.2407,16.77488961,1.168845,0.3740304,18.31776501
2023/1/2,2,1,2,2,6,-3.7,1,0.2407,17.17108771,1.168845,0.3740304,18.71396311
2023/1/2,2,1,2,2,7,-6,1,0.2407,15.40718559,2.33769,1.246768,18.99164359
2023/1/2,2,1,2,2,8,-7,1,0.7081,15.06153508,11.68845,6.23384,32.98382508
2023/1/2,2,1,2,2,9,-4.6,1,0.7081,6.734743076,22.208055,11.844296,40.78709408
2023/1/2,2,1,2,2,10,-5,1,0.7081,3.72379694,22.208055,11.844296,37.77614794
2023/1/2,2,1,2,2,11,-3.3,1,1.2268,0,22.208055,11.844296,34.052351
2023/1/2,2,1,2,2,12,-1.7,1,1.2268,1.639501026,11.68845,9.974144,23.30209503
2023/1/2,2,1,2,2,13,-2,1,1.2268,0.955414537,11.68845,9.974144,22.61800854
2023/1/2,2,1,2,2,14,-1,1,1.2268,0,22.208055,11.844296,34.052351
2023/1/2,2,1,2,2,15,0.3,1,1.2268,0,22.208055,11.844296,34.052351
2023/1/2,2,1,2,2,16,0,1,0.7081,1.624759807,22.208055,11.844296,35.67711081
2023/1/2,2,1,2,2,17,-1,1,0.7081,3.688849894,22.208055,11.844296,37.74120089
2023/1/2,2,1,2,2,18,-1.3,1,0.7081,10.55200042,7.01307,3.740304,21.30537442
2023/1/2,2,1,2,2,19,-2,1,1.2268,6.947945196,7.01307,3.740304,17.7013192
2023/1/2,2,1,2,2,20,-2,1,1.2268,11.10089463,1.168845,0.3740304,12.64377003
2023/1/2,2,1,2,2,21,-2,1,1.2268,12.537898,1.168845,0.3740304,14.0807734
2023/1/2,2,1,2,2,22,-5,1,0.7081,13.08250674,1.168845,0.3740304,14.62538214
2023/1/2,2,1,2,2,23,-6,1,0.7081,13.557258,1.168845,0.3740304,15.1001334
2023/1/2,2,1,2,2,24,-3.2,1,0.2407,14.15761445,1.168845,0.3740304,15.70048985
2023/1/3,3,1,3,3,1,-7,2,0.2407,14.49281622,1.168845,0.3740304,16.03569162
2023/1/3,3,1,3,3,2,-6,2,0.2407,14.92719792,1.168845,0.3740304,16.47007332
2023/1/3,3,1,3,3,3,-5,2,0.2407,15.50072398,1.168845,0.3740304,17.04359938
2023/1/3,3,1,3,3,4,-7,2,0.2407,16.06175145,1.168845,0.3740304,17.60462685
2023/1/3,3,1,3,3,5,-7,2,0.2407,16.68771486,1.168845,0.3740304,18.23059026
2023/1/3,3,1,3,3,6,-6.7,2,0.2407,17.17108771,1.168845,0.3740304,18.71396311
2023/1/3,3,1,3,3,7,-8,2,0.2407,15.49575545,2.33769,1.246768,19.08021345
2023/1/3,3,1,3,3,8,-8,2,0.7081,15.3540221,11.68845,6.23384,33.2763121
2023/1/3,3,1,3,3,9,-8.3,2,0.7081,7.417212776,22.208055,11.844296,41.46956378
2023/1/3,3,1,3,3,10,-8,2,0.7081,4.796249328,22.208055,11.844296,38.84860033
2023/1/3,3,1,3,3,11,-7,2,1.2268,1.337514904,22.208055,11.844296,35.3898659
2023/1/3,3,1,3,3,12,-5.5,2,1.2268,3.491918784,11.68845,9.974144,25.15451278
2023/1/3,3,1,3,3,13,-5,2,1.2268,3.10031931,11.68845,9.974144,24.76291331
2023/1/3,3,1,3,3,14,-5,2,1.2268,0.054254119,22.208055,11.844296,34.10660512
2023/1/3,3,1,3,3,15,-3.5,2,1.2268,1.571045678,22.208055,11.844296,35.62339668
2023/1/3,3,1,3,3,16,-4,2,0.7081,4.062151592,22.208055,11.844296,38.11450259
2023/1/3,3,1,3,3,17,-4,2,0.7081,5.93125034,22.208055,11.844296,39.98360134
2023/1/3,3,1,3,3,18,-4.5,2,0.7081,12.59940952,7.01307,3.740304,23.35278352
2023/1/3,3,1,3,3,19,-6,2,1.2268,8.630772556,7.01307,3.740304,19.38414656
2023/1/3,3,1,3,3,20,-8,2,1.2268,12.60658226,1.168845,0.3740304,14.14945766
2023/1/3,3,1,3,3,21,-6.6,2,1.2268,13.95501578,1.168845,0.3740304,15.49789118
2023/1/3,3,1,3,3,22,-9,2,0.7081,14.47730264,1.168845,0.3740304,16.02017804
2023/1/3,3,1,3,3,23,-10,2,0.7081,14.86487916,1.168845,0.3740304,16.40775456
2023/1/3,3,1,3,3,24,-9.6,2,0.2407,15.46523561,1.168845,0.3740304,17.00811101
2023/1/4,4,1,4,4,1,-11,3,0.2407,15.88761212,1.168845,0.3740304,17.43048752
2023/1/4,4,1,4,4,2,-11,3,0.2407,16.40916858,1.168845,0.3740304,17.95204398
2023/1/4,4,1,4,4,3,-10.7,3,0.2407,17.06986938,1.168845,0.3740304,18.61274478
2023/1/4,4,1,4,4,4,-13,3,0.2407,17.63089684,1.168845,0.3740304,19.17377224
2023/1/4,4,1,4,4,5,-13,3,0.2407,18.25686026,1.168845,0.3740304,19.79973566
2023/1/4,4,1,4,4,6,-9.6,3,0.2407,18.76534521,1.168845,0.3740304,20.30822061
2023/1/4,4,1,4,4,7,-12,3,0.2407,17.00144309,2.33769,1.246768,20.58590109
2023/1/4,4,1,4,4,8,-12,3,0.7081,16.91395284,11.68845,6.23384,34.83624284
2023/1/4,4,1,4,4,9,-11.2,3,0.7081,8.78215218,22.208055,11.844296,42.83450318
2023/1/4,4,1,4,4,10,-11,3,0.7081,5.966197384,22.208055,11.844296,40.01854838
2023/1/4,4,1,4,4,11,-9,3,1.2268,2.312471619,22.208055,11.844296,36.36482262
2023/1/4,4,1,4,4,12,-8,3,1.2268,4.271884156,11.68845,9.974144,25.93447816
2023/1/4,4,1,4,4,13,-7,3,1.2268,3.685293338,11.68845,9.974144,25.34788734
2023/1/4,4,1,4,4,14,-6,3,1.2268,0.444236805,22.208055,11.844296,34.4965878
2023/1/4,4,1,4,4,15,-4.8,3,1.2268,1.863532692,22.208055,11.844296,35.91588369
2023/1/4,4,1,4,4,16,-4,3,0.7081,4.257142936,22.208055,11.844296,38.30949394
2023/1/4,4,1,4,4,17,-4,3,0.7081,6.12624168,22.208055,11.844296,40.17859268
2023/1/4,4,1,4,4,18,-4.7,3,0.7081,12.79440086,7.01307,3.740304,23.54777486
2023/1/4,4,1,4,4,19,-6,3,1.2268,8.80791228,7.01307,3.740304,19.56128628
2023/1/4,4,1,4,4,20,-8,3,1.2268,12.78372199,1.168845,0.3740304,14.32659739
2023/1/4,4,1,4,4,21,-5.8,3,1.2268,14.1321555,1.168845,0.3740304,15.6750309
2023/1/4,4,1,4,4,22,-9,3,0.7081,14.65165214,1.168845,0.3740304,16.19452754
2023/1/4,4,1,4,4,23,-9,3,0.7081,15.03922865,1.168845,0.3740304,16.58210405
2023/1/4,4,1,4,4,24,-7,3,0.2407,15.6395851,1.168845,0.3740304,17.1824605
2023/1/5,5,1,5,5,1,-10,4,0.2407,15.97478687,1.168845,0.3740304,17.51766227
2023/1/5,5,1,5,5,2,-10,4,0.2407,16.49634332,1.168845,0.3740304,18.03921872
2023/1/5,5,1,5,5,3,-7.9,4,0.2407,17.15704412,1.168845,0.3740304,18.69991952
2023/1/5,5,1,5,5,4,-13,4,0.2407,17.71807159,1.168845,0.3740304,19.26094699
2023/1/5,5,1,5,5,5,-12,4,0.2407,18.344035,1.168845,0.3740304,19.8869104
2023/1/5,5,1,5,5,6,-8.8,4,0.2407,18.85391507,1.168845,0.3740304,20.39679047
2023/1/5,5,1,5,5,7,-13,4,0.2407,17.09001295,2.33769,1.246768,20.67447095
2023/1/5,5,1,5,5,8,-13,4,0.7081,16.91395284,11.68845,6.23384,34.83624284
2023/1/5,5,1,5,5,9,-9.1,4,0.7081,8.684656508,22.208055,11.844296,42.73700751
2023/1/5,5,1,5,5,10,-10,4,0.7081,5.77120604,22.208055,11.844296,39.82355704
2023/1/5,5,1,5,5,11,-8,4,1.2268,2.019984605,22.208055,11.844296,36.0723356
2023/1/5,5,1,5,5,12,-5.3,4,1.2268,3.88190147,11.68845,9.974144,25.54449547
2023/1/5,5,1,5,5,13,-4,4,1.2268,3.197814981,11.68845,9.974144,24.86040898
2023/1/5,5,1,5,5,14,-3,4,1.2268,0,22.208055,11.844296,34.052351
2023/1/5,5,1,5,5,15,-2.2,4,1.2268,1.376054335,22.208055,11.844296,35.42840534
2023/1/5,5,1,5,5,16,-2,4,0.7081,3.76966458,22.208055,11.844296,37.82201558
2023/1/5,5,1,5,5,17,-3,4,0.7081,5.638763324,22.208055,11.844296,39.69111432
2023/1/5,5,1,5,5,18,-3.7,4,0.7081,12.30692251,7.01307,3.740304,23.06029651
2023/1/5,5,1,5,5,19,-5,4,1.2268,8.453632836,7.01307,3.740304,19.20700684
2023/1/5,5,1,5,5,20,-4.4,4,1.2268,12.42944254,1.168845,0.3740304,13.97231794
2023/1/5,5,1,5,5,21,-3.8,4,1.2268,13.68930619,1.168845,0.3740304,15.23218159
2023/1/5,5,1,5,5,22,-4,4,0.7081,14.12860367,1.168845,0.3740304,15.67147907
2023/1/5,5,1,5,5,23,-4,4,0.7081,14.42900544,1.168845,0.3740304,15.97188084
2023/1/5,5,1,5,5,24,-3.1,4,0.2407,14.94218714,1.168845,0.3740304,16.48506254
2023/1/6,6,1,6,6,1,-4,5,0.2407,16.65037615,1.168845,0.3740304,18.19325155
2023/1/6,6,1,6,6,2,-5,5,0.2407,16.91190038,1.168845,0.3740304,18.45477578
2023/1/6,6,1,6,6,3,-5,5,0.2407,17.5221236,1.168845,0.3740304,19.064999
2023/1/6,6,1,6,6,4,-6,5,0.2407,18.1323468,1.168845,0.3740304,19.6752222
2023/1/6,6,1,6,6,5,-6,5,0.2407,18.65539527,1.168845,0.3740304,20.19827067
2023/1/6,6,1,6,6,6,-5.8,5,0.2407,19.30822971,1.168845,0.3740304,20.85110511
2023/1/6,6,1,6,6,7,-6,5,0.2407,19.25692508,2.33769,1.246768,22.84138308
2023/1/6,6,1,6,6,8,-6,5,0.7081,18.92758642,11.68845,6.23384,36.84987642
2023/1/6,6,1,6,6,9,-5.7,5,0.7081,15.72532956,22.208055,11.844296,49.77768056
2023/1/6,6,1,6,6,10,-5,5,0.7081,14.03464323,22.208055,11.844296,48.08699423
2023/1/6,6,1,6,6,11,-5,5,1.2268,10.65756464,22.208055,11.844296,44.70991564
2023/1/6,6,1,6,6,12,-4.8,5,1.2268,9.130011792,11.68845,9.974144,30.79260579
2023/1/6,6,1,6,6,13,-4,5,1.2268,8.396930172,11.68845,9.974144,30.05952417
2023/1/6,6,1,6,6,14,-4,5,1.2268,8.620639092,22.208055,11.844296,42.67299009
2023/1/6,6,1,6,6,15,-4.1,5,1.2268,10.60022046,22.208055,11.844296,44.65257146
2023/1/6,6,1,6,6,16,-4,5,0.7081,13.29954134,22.208055,11.844296,47.35189234
2023/1/6,6,1,6,6,17,-4,5,0.7081,14.52685505,22.208055,11.844296,48.57920605
2023/1/6,6,1,6,6,18,-3.6,5,0.7081,15.30682042,7.01307,3.740304,26.06019442
2023/1/6,6,1,6,6,19,-4,5,1.2268,14.70259694,7.01307,3.740304,25.45597094
2023/1/6,6,1,6,6,20,-4,5,1.2268,15.49972568,1.168845,0.3740304,17.04260108
2023/1/6,6,1,6,6,21,-3.2,5,1.2268,15.94257499,1.168845,0.3740304,17.48545039
2023/1/6,6,1,6,6,22,-3,5,0.7081,15.9529782,1.168845,0.3740304,17.4958536
2023/1/6,6,1,6,6,23,-3,5,0.7081,16.21450243,1.168845,0.3740304,17.75737783
2023/1/6,6,1,6,6,24,-2.7,5,0.2407,16.47602666,1.168845,0.3740304,18.01890206
2023/1/7,7,1,7,7,1,-3,6,0.2407,16.65037615,1.168845,0.3740304,18.19325155
2023/1/7,7,1,7,7,2,-3,6,0.2407,16.91190038,1.168845,0.3740304,18.45477578
2023/1/7,7,1,7,7,3,-2.4,6,0.2407,17.43494885,1.168845,0.3740304,18.97782425
2023/1/7,7,1,7,7,4,-3,6,0.2407,17.95799732,1.168845,0.3740304,19.50087272
2023/1/7,7,1,7,7,5,-3,6,0.2407,18.30669629,1.168845,0.3740304,19.84957169
2023/1/7,7,1,7,7,6,-2.3,6,0.2407,18.8653804,1.168845,0.3740304,20.4082558
2023/1/7,7,1,7,7,7,-3,6,0.2407,18.72550592,1.168845,0.3740304,20.26838132
2023/1/7,7,1,7,7,8,-3,6,0.7081,18.34261239,1.168845,0.3740304,19.88548779
2023/1/7,7,1,7,7,9,-2.1,6,0.7081,15.33534688,1.168845,0.3740304,16.87822228
2023/1/7,7,1,7,7,10,-3,6,0.7081,13.83965188,1.168845,0.3740304,15.38252728
2023/1/7,7,1,7,7,11,-2,6,1.2268,10.65756464,1.168845,0.3740304,12.20044004
2023/1/7,7,1,7,7,12,-0.2,6,1.2268,9.519994476,1.168845,0.3740304,11.06286988
2023/1/7,7,1,7,7,13,0,6,1.2268,8.9819042,1.168845,0.3740304,10.5247796
2023/1/7,7,1,7,7,14,0,6,1.2268,9.498100136,1.168845,0.3740304,11.04097554
2023/1/7,7,1,7,7,15,0.2,6,1.2268,11.57517717,1.168845,0.3740304,13.11805257
2023/1/7,7,1,7,7,16,1,6,0.7081,14.27449806,1.168845,0.3740304,15.81737346
2023/1/7,7,1,7,7,17,0,6,0.7081,15.59930744,1.168845,0.3740304,17.14218284
2023/1/7,7,1,7,7,18,0,6,0.7081,16.37927281,1.168845,0.3740304,17.92214821
2023/1/7,7,1,7,7,19,0,6,1.2268,15.76543527,1.168845,0.3740304,17.30831067
2023/1/7,7,1,7,7,20,0,6,1.2268,16.56256402,1.168845,0.3740304,18.10543942
2023/1/7,7,1,7,7,21,-0.4,6,1.2268,17.09398318,1.168845,0.3740304,18.63685858
2023/1/7,7,1,7,7,22,0,6,0.7081,17.34777411,1.168845,0.3740304,18.89064951
2023/1/7,7,1,7,7,23,0,6,0.7081,17.78364783,1.168845,0.3740304,19.32652323
2023/1/7,7,1,7,7,24,-0.7,6,0.2407,18.1323468,1.168845,0.3740304,19.6752222
2023/1/8,8,1,1,8,1,-1,7,0.2407,17.10805854,1.168845,0.3740304,18.65093394
2023/1/8,8,1,1,8,2,-1,7,0.2407,17.71678974,1.168845,0.3740304,19.25966514
2023/1/8,8,1,1,8,3,-0.9,7,0.2407,18.37749054,1.168845,0.3740304,19.92036594
2023/1/8,8,1,1,8,4,-1,7,0.2407,18.85134326,1.168845,0.3740304,20.39421866
2023/1/8,8,1,1,8,5,-1,7,0.2407,19.47730668,1.168845,0.3740304,21.02018208
2023/1/8,8,1,1,8,6,-1,7,0.2407,19.82818354,1.168845,0.3740304,21.37105894
2023/1/8,8,1,1,8,7,-1,7,0.2407,18.06428142,1.168845,0.3740304,19.60715682
2023/1/8,8,1,1,8,8,-1,7,0.7081,17.88890956,1.168845,0.3740304,19.43178496
2023/1/8,8,1,1,8,9,-0.8,7,0.7081,9.65961322,1.168845,0.3740304,11.20248862
2023/1/8,8,1,1,8,10,-1,7,0.7081,6.746162756,1.168845,0.3740304,8.289038156
2023/1/8,8,1,1,8,11,-1,7,1.2268,2.99494132,1.168845,0.3740304,4.53781672
2023/1/8,8,1,1,8,12,-0.2,7,1.2268,4.856858184,1.168845,0.3740304,6.399733584
2023/1/8,8,1,1,8,13,0,7,1.2268,4.270267368,1.168845,0.3740304,5.813142768
2023/1/8,8,1,1,8,14,0,7,1.2268,1.029210834,1.168845,0.3740304,2.572086234
2023/1/8,8,1,1,8,15,0.8,7,1.2268,2.448506722,1.168845,0.3740304,3.991382122
2023/1/8,8,1,1,8,16,1,7,0.7081,4.842116964,1.168845,0.3740304,6.384992364
2023/1/8,8,1,1,8,17,0,7,0.7081,6.711215712,1.168845,0.3740304,8.254091112
2023/1/8,8,1,1,8,18,0,7,0.7081,13.3793749,1.168845,0.3740304,14.9222503
2023/1/8,8,1,1,8,19,-1,7,1.2268,9.427901308,1.168845,0.3740304,10.97077671
2023/1/8,8,1,1,8,20,-2,7,1.2268,13.49228088,1.168845,0.3740304,15.03515628
2023/1/8,8,1,1,8,21,-1.1,7,1.2268,14.92928425,1.168845,0.3740304,16.47215965
2023/1/8,8,1,1,8,22,-2,7,0.7081,15.52339958,1.168845,0.3740304,17.06627498
2023/1/8,8,1,1,8,23,-3,7,0.7081,16.08532558,1.168845,0.3740304,17.62820098
2023/1/8,8,1,1,8,24,-3.3,7,0.2407,16.68568203,1.168845,0.3740304,18.22855743
2023/1/9,9,1,2,9,1,-6,1,0.2407,17.19523329,1.168845,0.3740304,18.73810869
2023/1/9,9,1,2,9,2,-9,1,0.2407,17.71678974,1.168845,0.3740304,19.25966514
2023/1/9,9,1,2,9,3,-5.6,1,0.2407,18.37749054,1.168845,0.3740304,19.92036594
2023/1/9,9,1,2,9,4,-11,1,0.2407,18.93851801,1.168845,0.3740304,20.48139341
2023/1/9,9,1,2,9,5,-10,1,0.2407,19.47730668,1.168845,0.3740304,21.02018208
2023/1/9,9,1,2,9,6,-8,1,0.2407,19.9167534,1.168845,0.3740304,21.4596288
2023/1/9,9,1,2,9,7,-12,1,0.2407,18.06428142,2.33769,1.246768,21.64873942
2023/1/9,9,1,2,9,8,-14,1,0.7081,17.88890956,11.68845,6.23384,35.81119956
2023/1/9,9,1,2,9,9,-9.9,1,0.7081,9.562117552,22.208055,11.844296,43.61446855
2023/1/9,9,1,2,9,10,-10,1,0.7081,6.551171412,22.208055,11.844296,40.60352241
2023/1/9,9,1,2,9,11,-8,1,1.2268,2.702454305,22.208055,11.844296,36.75480531
2023/1/9,9,1,2,9,12,-5.5,1,1.2268,4.369379828,11.68845,9.974144,26.03197383
2023/1/9,9,1,2,9,13,-4,1,1.2268,3.685293338,11.68845,9.974144,25.34788734
2023/1/9,9,1,2,9,14,-4,1,1.2268,0.346741133,22.208055,11.844296,34.39909213
2023/1/9,9,1,2,9,15,-4.2,1,1.2268,1.66854135,22.208055,11.844296,35.72089235
2023/1/9,9,1,2,9,16,-3,1,0.7081,4.062151592,22.208055,11.844296,38.11450259
2023/1/9,9,1,2,9,17,-3,1,0.7081,6.028746012,22.208055,11.844296,40.08109701
2023/1/9,9,1,2,9,18,-6.3,1,0.7081,12.69690519,7.01307,3.740304,23.45027919
2023/1/9,9,1,2,9,19,-8,1,1.2268,8.89648214,7.01307,3.740304,19.64985614
2023/1/9,9,1,2,9,20,-9,1,1.2268,12.96086171,1.168845,0.3740304,14.50373711
2023/1/9,9,1,2,9,21,-7.5,1,1.2268,14.39786508,1.168845,0.3740304,15.94074048
2023/1/9,9,1,2,9,22,-10,1,0.7081,15.00035111,1.168845,0.3740304,16.54322651
2023/1/9,9,1,2,9,23,-10,1,0.7081,15.47510237,1.168845,0.3740304,17.01797777
2023/1/9,9,1,2,9,24,-9.9,1,0.2407,16.16263356,1.168845,0.3740304,17.70550896
2023/1/10,10,1,3,10,1,-10,2,0.2407,16.58501008,1.168845,0.3740304,18.12788548
2023/1/10,10,1,3,10,2,-9,2,0.2407,17.10656653,1.168845,0.3740304,18.64944193
2023/1/10,10,1,3,10,3,-8.3,2,0.2407,17.76726733,1.168845,0.3740304,19.31014273
2023/1/10,10,1,3,10,4,-8,2,0.2407,18.3282948,1.168845,0.3740304,19.8711702
2023/1/10,10,1,3,10,5,-8,2,0.2407,18.86708347,1.168845,0.3740304,20.40995887
2023/1/10,10,1,3,10,6,-7.2,2,0.2407,19.29676438,1.168845,0.3740304,20.83963978
2023/1/10,10,1,3,10,7,-8,2,0.2407,17.35572253,2.33769,1.246768,20.94018053
2023/1/10,10,1,3,10,8,-8,2,0.7081,17.01144851,11.68845,6.23384,34.93373851
2023/1/10,10,1,3,10,9,-7.6,2,0.7081,8.489665164,22.208055,11.844296,42.54201616
2023/1/10,10,1,3,10,10,-9,2,0.7081,5.186232012,22.208055,11.844296,39.23858301
2023/1/10,10,1,3,10,11,-6,2,1.2268,1.142523561,22.208055,11.844296,35.19487456
2023/1/10,10,1,3,10,12,-3.8,2,1.2268,2.61445774,11.68845,9.974144,24.27705174
2023/1/10,10,1,3,10,13,-4,2,1.2268,1.735379908,11.68845,9.974144,23.39797391
2023/1/10,10,1,3,10,14,-3,2,1.2268,0,22.208055,11.844296,34.052351
2023/1/10,10,1,3,10,15,-2.9,2,1.2268,0,22.208055,11.844296,34.052351
2023/1/10,10,1,3,10,16,-3,2,0.7081,2.209733836,22.208055,11.844296,36.26208484
2023/1/10,10,1,3,10,17,-3,2,0.7081,4.176328252,22.208055,11.844296,38.22867925
2023/1/10,10,1,3,10,18,-4.2,2,0.7081,11.13697445,7.01307,3.740304,21.89034845
2023/1/10,10,1,3,10,19,-6,2,1.2268,7.656504084,7.01307,3.740304,18.40987808
2023/1/10,10,1,3,10,20,-4,2,1.2268,11.89802338,1.168845,0.3740304,13.44089878
2023/1/10,10,1,3,10,21,-6.3,2,1.2268,13.51216647,1.168845,0.3740304,15.05504187
2023/1/10,10,1,3,10,22,-9,2,0.7081,14.30295316,1.168845,0.3740304,15.84582856
2023/1/10,10,1,3,10,23,-9,2,0.7081,14.9520539,1.168845,0.3740304,16.4949293
2023/1/10,10,1,3,10,24,-5.5,2,0.2407,15.72675984,1.168845,0.3740304,17.26963524
2023/1/11,11,1,4,11,1,-12,3,0.2407,16.2363111,1.168845,0.3740304,17.7791865
2023/1/11,11,1,4,11,2,-11,3,0.2407,16.8450423,1.168845,0.3740304,18.3879177
2023/1/11,11,1,4,11,3,-11.5,3,0.2407,17.59291784,1.168845,0.3740304,19.13579324
2023/1/11,11,1,4,11,4,-12,3,0.2407,18.15394531,1.168845,0.3740304,19.69682071
2023/1/11,11,1,4,11,5,-13,3,0.2407,18.77990872,1.168845,0.3740304,20.32278412
2023/1/11,11,1,4,11,6,-9.8,3,0.2407,19.29676438,1.168845,0.3740304,20.83963978
2023/1/11,11,1,4,11,7,-15,3,0.2407,17.44429239,2.33769,1.246768,21.02875039
2023/1/11,11,1,4,11,8,-16,3,0.7081,17.20643986,11.68845,6.23384,35.12872986
2023/1/11,11,1,4,11,9,-12.9,3,0.7081,8.879647848,22.208055,11.844296,42.93199885
2023/1/11,11,1,4,11,10,-11,3,0.7081,5.77120604,22.208055,11.844296,39.82355704
2023/1/11,11,1,4,11,11,-9,3,1.2268,1.824993262,22.208055,11.844296,35.87734426
2023/1/11,11,1,4,11,12,-6.9,3,1.2268,3.491918784,11.68845,9.974144,25.15451278
2023/1/11,11,1,4,11,13,-7,3,1.2268,2.710336624,11.68845,9.974144,24.37293062
2023/1/11,11,1,4,11,14,-6,3,1.2268,0,22.208055,11.844296,34.052351
2023/1/11,11,1,4,11,15,-5.2,3,1.2268,0.693584635,22.208055,11.844296,34.74593563
2023/1/11,11,1,4,11,16,-6,3,0.7081,3.087194879,22.208055,11.844296,37.13954588
2023/1/11,11,1,4,11,17,-7,3,0.7081,5.053789296,22.208055,11.844296,39.1061403
2023/1/11,11,1,4,11,18,-7.4,3,0.7081,11.81944415,7.01307,3.740304,22.57281815
2023/1/11,11,1,4,11,19,-9,3,1.2268,8.099353392,7.01307,3.740304,18.85272739
2023/1/11,11,1,4,11,20,-10,3,1.2268,12.16373296,1.168845,0.3740304,13.70660836
2023/1/11,11,1,4,11,21,-10.2,3,1.2268,13.60073633,1.168845,0.3740304,15.14361173
2023/1/11,11,1,4,11,22,-9,3,0.7081,14.21577841,1.168845,0.3740304,15.75865381
2023/1/11,11,1,4,11,23,-11,3,0.7081,14.69052967,1.168845,0.3740304,16.23340507
2023/1/11,11,1,4,11,24,-10.9,3,0.2407,15.37806087,1.168845,0.3740304,16.92093627
2023/1/12,12,1,5,12,1,-15,4,0.2407,15.80043738,1.168845,0.3740304,17.34331278
2023/1/12,12,1,5,12,2,-14,4,0.2407,16.32199383,1.168845,0.3740304,17.86486923
2023/1/12,12,1,5,12,3,-12.2,4,0.2407,16.98269464,1.168845,0.3740304,18.52557004
2023/1/12,12,1,5,12,4,-14,4,0.2407,17.5437221,1.168845,0.3740304,19.0865975
2023/1/12,12,1,5,12,5,-15,4,0.2407,18.16968552,1.168845,0.3740304,19.71256092
2023/1/12,12,1,5,12,6,-14.2,4,0.2407,18.67677535,1.168845,0.3740304,20.21965075
2023/1/12,12,1,5,12,7,-15,4,0.2407,16.91287323,2.33769,1.246768,20.49733123
2023/1/12,12,1,5,12,8,-16,4,0.7081,16.7189615,11.68845,6.23384,34.6412515
2023/1/12,12,1,5,12,9,-13.9,4,0.7081,8.489665164,22.208055,11.844296,42.54201616
2023/1/12,12,1,5,12,10,-14,4,0.7081,5.5762147,22.208055,11.844296,39.6285657
2023/1/12,12,1,5,12,11,-13,4,1.2268,1.922488933,22.208055,11.844296,35.97483993
2023/1/12,12,1,5,12,12,-10,4,1.2268,3.686910127,11.68845,9.974144,25.34950413
2023/1/12,12,1,5,12,13,-10,4,1.2268,3.10031931,11.68845,9.974144,24.76291331
2023/1/12,12,1,5,12,14,-9,4,1.2268,0,22.208055,11.844296,34.052351
